category,bariba,french
Émotions et sentiments,"Yè u mɔru bara, yerau win wɛrɔ nɛnua u sira.","secouer. Quand il s'est fâché, il a pris son ennemi par la main et l'a secoué."
Émotions et sentiments,Sokegii u ku ra yare gɛm. sòkegiiwa sòkegibu sòkegiba.,Un petit commerçant sait se contenter du bénéfice qu'il trouve.
Émotions et sentiments,U gura soora. U sɔ̃ɔ soora.,Il l a été trempé par la pluie. Il a eu peur. Il a été brûlé par le soleil.
Émotions et sentiments,A man nim kɛ̃ n nɔ Gusunɔn sɔ̃ .,"à cause de, pour. Donne-moi de l'eau à boire pour l'amour de Dieu."
Émotions et sentiments,"Yè ba wii toorima mi gian di, yerau na uka sun mɔru mö.","Comme il a été tourmenté depuis là-bas, il est venu se mettre en colère contre nous."
Émotions et sentiments,"Tororu tàn sɛ̃ , a tim tɛɛniɔ. À kù tororu mmɔa gari kam de. Si tu n'as  Durɔ wi u tororu sɔ̃ .","Si tu as mal à la poitrine, passe un médicament dessus. courage. Cet homme est courageux. win torora kara il a eu peur."
Émotions et sentiments,Bii win wasikiranu nu man nanda.,L'évanouissement de cet enfant m'a fait peur.
Émotions et sentiments,Watagii u ku ra n tɔnun bɛrum mɔ.,Les prétentieux n'ont peur de personne.
Émotions et sentiments,Wɔm pɔkɔru ta rà tɔnu nare nare.,Le cynocéphale fait peur.
Émotions et sentiments,"Win gbaa te tàn wukura gisɔ, win nukuru ta koo dora.",Si son champ a été sarclé aujourd'huiil sera content.
Émotions et sentiments,Wuraaya ku ra n ka tɔn kurɔbu sɛ̃ .,cris ; . Les femmes pleurent facilement.
Émotions et sentiments,"Na damu gagu nua yam sãreru sere na nanda. yam sãrera. yam sãrenu. yam sãrena. yam susuru/ yam suuru[yam susuru]chaleur. Sɔ̃ɔù n sãra, yam susuru ta ra ko.","J'ai entendu un bruit au petit matin et j'ai eu peur. Pendant la saison sèche, il fait chaud."
Émotions et sentiments,"Yè u dom yandama, yera bibu ba nanda.","Quand il a commencé à se réveiller, les enfants ont eu peur. yanda1 'se réveiller'."
Émotions et sentiments,"Nɛn dĩanu nu yɛmia, na ǹ kpɛ̃ n nì di. Win gɔ̃ ru ga yɛmiaIl est satisfaitWin nukuru ta yɛmia. Il est satisfait (d'une satisfaction plus profonde)Win bwɛ̃ ra ya yɛmia.","se refroidir. Ma nourriture s'est refroidie, je ne peux 2) être satisfait. Il est pleinement satisfait."
Éducation et école,Keu sɔ̃ɔsio u win keu biin soo baarisia.,Le maître a fait pincer l'oreille de son élève.
Éducation et école,Bɛsɛn wuun bàn gurusu sɔɔra ba da ba keu diru bana.,C’est sur les anciennes ruines de notre village qu’ils ont construit l’école.
Éducation et école,Keu bibun banɔ ya yabura.,Le ballon des élèves est percé.
Éducation et école,"Saaben keu dirun di, wi turowa u bature kpaaru da.","De leur école, il est le seul à aller en Europe."
Éducation et école,"Nà n nun nɛnua, goo sariwì u koo nun bɛsia.","Si je te tiens, il n'y a personne pour te délivrer."
Éducation et école,Na ben keun gari yi bikiama.,Je suis allé prendre des renseignements concernant leur école.
Éducation et école,"Ye ba garaasa da, win biiwa u boria.","Quand ils sont allés à l’examen, c’est son enfant qui a été premier."
Éducation et école,Ba sun tirenu bɔkurasia su ka sɔmburu ko.,Ils nous ont fait emprunter des livres pour travailler.
Éducation et école,Woru u win bɔ̃ɔ dwaa sabua uka damaru maraa. bɔ̃ɔ dwaa. bɔ̃ɔ dwɛɛ. bɔ̃ɔ dwɛɛya.,Woru élève un chien en attendant le temps de la chasse.
Éducation et école,Bururu baatere na rà nɛn yɛnugibu tɔbiriwa n sere keu doona.,"Chaque matin, je salue les gens de ma maison avant d'aller à l'école. bùrùra›. bùrùnu. bùrùna›."
Éducation et école,Ba man nɛn tireru bwɛ̃ɛri diru wɔllɔ.,Ils ont déposé mon livre sur le toit de la maisonbase:
Éducation et école,Bii be ba man nɛn tireru gbɛniri.,Ces enfants m'ont volé le livre.
Éducation et école,Keu bii ben dabiabu kun geeru mɔ.,L'accroissement du nombre des élèves est illimité dabìàba›.
Éducation et école,Gisɔ sa ko dooru mɛɛri fiiko. Keu kowobu ba ra dooru ko.,"Aujourd'hui nous allons apprendre à calculer un peu. Faire un décompte, un calcul. Les apprenants font les opérations de calcul à l’école."
Éducation et école,"Dɔma 83 dɔmaru dɔ̃ɔ bɛsia tè na keu daabu torua, na swĩ gem gem.","lorsque, quand. Le jour où j'ai commencé à aller à l'école, j'ai bien pleuré."
Éducation et école,Bibu ba dwee keu dirɔ.,"s'amuser, jouer. Les enfants ont joué dans la cour de l'école."
Éducation et école,Worun baa u nùn tire kpaaru dwia.,Le papa de Worou lui a acheté un livre neuf.
Éducation et école,Sa ko foto wĩa gisɔ bɛsɛn keu dirɔ. fotowa fotoba fotobara.,On va faire des photos dans notre école.
Éducation et école,Tire te ta garira.,Ce livre a pu être lu.
Éducation et école,Ba man nɛn tireru gãruri.,Ils ont cousu mon livre.
Éducation et école,Na nɛn tireru garusia.,J'ai fait coudre mon livre.
Éducation et école,Gasɔ ka gasɔ nɛn baa ura man gobi kɛ̃ n ka gãanu dwe keu dirɔ. gasɔ ka gasɔwa.,De temps en temps mon père me donne de l'argent pour acheter quelques choses à l'école.
Éducation et école,Tire teniwa ta sãa wunɛgiru.,C'est ce livre-ci qui est à toi.
Éducation et école,"Bii wi, u win baaba gia. U sɔmbu te mɛɛra u gia. U gia yè ba ra nɛɛ nɔni swãaru.","giana 'se connaître l'un l'autre'; giari 'connaître contre le gré de quelqu'un'; Int: giasi 'profiter pour apprendre'; connaître, savoir (après avoir appris ou expérimenté). L'enfant a enfin connu son papa. Il a appris le métier et il sait le faire. Il a su ce qu'on appelle souffrance. découvrir."
Éducation et école,"Yé bii wi uka win tireru dweebu mɔ, yerau tè gĩama u sere tunuma mini. gĩa 'déchirer'.","Quand l'enfant s'amusait avec son livre, il l'a déchiré avant d'arriver ici."
Éducation et école,U gãa dabiru giasi tire te sɔɔ.,Il a appris beaucoup de choses dans le livre.
Éducation et école,Mɛɛtiri u wi tireru giasia.,Le maître lui a fait connaître et comprendre le livre.
Éducation et école,U man nɛn bii kamiari keu dirɔ.,Il a surclassé mon enfant à l'école.
Éducation et école,"Wì u tii sua ba koo nùn kawa, wì u maa tii kawa ba koo nùn sua.",Quiconque s'élève sera abaissé et quiconque s'abaisse sera élevé.
Éducation et école,U rà n kĩ su keu da sannu.,Il aime aller à l'école avec moi.
Éducation et école,"U koo keu ko baa sɔ̃ɔ teeru. keu koosia [keu koosia]Enseigner, instruire. Wara u koo tɛ̃ bɛsɛn bibu keu koosia, mà ben mɛtiri u sĩa nɔ! keu koosio [kéù koosìò]Enseignant. Keu koosio u bɛɛ kãsa keu dirɔ.",Il ira au cours même si c’est une seule fois. Qui va instruire nos enfants maintenant que leur maître est parti. Lemaître vous a dévancé à l'école.
Éducation et école,Ba sun keu diru kɛniasia bɛsɛn wuuwɔ.,Ils nous ont fait ouvrir une école dans notre village.
Éducation et école,"Yaa kpikun kɔba ya dɛ̃ u. Kɔba ya so, su ka sɔmburu da.",heure. Les cornes de l'antilope sont longues. L'heure a sonné pour aller à l'école.
Éducation et école,"I ku sibu mɛɛri mì ba sɔmburu mö. I ku nɔman sɔma mɛɛri, ka bɛɛn yikuru.","Ne les regardez 2) apprendre, étudier. Restez là à refuserd’ apprendre un métier de mains. Paresseux que vous êtes ! action:"
Éducation et école,Win yam mɛɛribu bu biti mɔ. Bɛsɛn barum mɛɛribu bu tonda tɛ̃ .,action de regarder. Sa façon de regarder est étonnante2) action d'apprendre ; Nous avons vite progressé dans l'apprentissage de la langue.
Éducation et école,"Ba man sɔmburu mɛɛrisia yè na keu kpana. faire apprendre, faire étudier   :",On m'a fait apprendre un métier quand j'ai quitté l'école. .
Éducation et école,Mɛɛtiri u win bibu keu sɔ̃ɔsimɔ. Bekuru mɛɛtiri tia ya ra nɛn yaberu ko.,L’institeur enseigne ses élèves2) mètre (mesure de longueur). C’'est un mètre de tissu qui suffit pour la couture de ma chemise.
Éducation et école,A dea nùn tire te mwari ù kù tè gĩa.,"Prends-lui le livre, qu'il ne le déchire :"
Éducation et école,Na nɛn tireru kasuu.,poss. Je cherche mon livre.
Éducation et école,Naa tebon nɛnubu bu sãawa dɔɔnɛn gari. Wunɛ ka nɛnubu.,"Tenir la houe est une question d'habitude. Merci pour le fait que tu l'as gardé. éducation, fait d’élever un enfant."
Éducation et école,Keu bibu ba sun dweebu naawa sàa nim nɔɔ gian di. nim nɔrutiru / nikitiru [nim nɔɔtiru]calebasse pour boire de l'eau. A man nikitiru kɛ̃ɛma.,Des élèves sont venus depuis les rgions au bord de la mer pour nous égayer. Donne-moi une calebasse pour boire de l'eau.
Éducation et école,Na bara kowo gobi nɔmu sɔndiya. U bii wi tebo nɔmu bɛria.,J’ai posé l’argent sur la main du mendiant. Il a mis la houe dans les mains de l’enfant. .
Éducation et école,"Nɛn tireru ta wɔri dɔkɔ sɔɔ. Ben wuu ge sɔɔ, tɔn geo sari.","Dans, à l’intérieur. Mon livre est tombé dans le puits. Dans leur village, il n'y a :"
Éducation et école,Kon nun win yɛnu sɔ̃ɔsi. Kon nun sɔ̃ɔsi mɛ̀ waãru ta sñ. Gusunɔ ù nun yam sãre buraru sɔ̃ɔsi. Que Dieu t’offre la bénédiction de voir une belle journée. Yaruwaasi goo u sun tireru sɔ̃ɔsi. Kon nun sɔ̃ɔsi mɛ̀ ba ra ka waãru diisinɛ.,montrer. Je vais te montrer sa maison. Je vais te montrer comment la vie est difficile. Un jeune homme nous a appris à lire. Je vais t'apprendre comment on vit. nacc. nég.
Éducation et école,Warà u man nɛn tireru suari?,Qui a dérobé mon livre?
Éducation et école,"danser, sauter, atterrir. Durɔ wi u sura dãaru wɔllun di. Keu dirɔ, Biɔ u yɔ̃ɔwa u sura.","Cet homme a sauté de l'arbre. A l'école, Bio a sauté. nég."
Éducation et école,Kurɔ tɔkɔru ta ten suuru sabuwa.,La vieille femmeélève unchat.
Éducation et école,Tire tè na dwa gĩa ta kɔ̃ɔra. Na tire kpaaru wa ma na tè dwa. Na tire te wa.,"te ta. obj. te. qui, que. Le livre que j'ai acheté hier est perdu. — compl. cl ""t"". le, la. J'ai vu un nouveau livre et je l'ai acheté. — et dém. ce, cet, cette. Jai vu ce livre."
Éducation et école,tire ten tere ?,lequel ? laquelle ? lequel des livres ? .
Éducation et école,"Bɔni, ana awunɛn wɔnɔ taata ko.","Boni, viens apprendre à marcher à ton jeune frère."
Éducation et école,"À n kĩ wunɛ ka bibu i dwee, tilasi sere a tii kawa a ko nde be. Wì u tii sua, ba koo nùn kawa, wì u maa rii kawa, ba koo nùn sua.","Si tu joues avec les enfants, tu es obligé de t'abaisser pour te mettre à leur niveau. Quiconque s'élève sera abaissé, et qui s'abaisse sera élevé."
Éducation et école,Ba tireru dɔramɔ fɛɛriɔ. Na nɛn bɔrɔn tireru wa gisɔ.,"papier, lettre. On vend des livres à la boutique. J'ai vu la lettre de mon ami aujourd'hui3) livre saint: bible, coran."
Éducation et école,Ba nùn tire te wesiasia.,Il lui ont fait retourner le livre.
Éducation et école,U man tireru wɛ̃ na ka da yɛnuɔ.,Il m'a remis un livre que j’ai emmené à la maison.
Éducation et école,Wiru dweo goo u na ù sun faaba ko.,Un sauveur est venu pour nous délivrer.
Éducation et école,"Yè ba nùn wɔmma keu dirun di, yerau na yɛnuɔ u sumɔ.","Parce qu'on l'a insulté depuis l'école, il vient pleurer à la maison."
Éducation et école,Nɛn tireru ta koo wɔrara.,Il sera possible d'arracher mon livre.
Éducation et école,A nɛɛ ù be tire te wunama ù ka na.,Dis-lui de leur enlever le livre et de venir avec ce livre.
Éducation et école,Keu bibu ba wãa ba kuramɔ wuu wuuka.,Les élèves sortent par groupe.
Éducation et école,Na ràa kĩwa bii ù keu ko ma ba man nùn yarari.,Je voulais que l'enfant aille à l'école et on me l'a fait sortir.
Éducation et école,U ra dom yĩbiri keu dirɔ.,Il somnole à l'école.
Éducation et école,U yĩirima uka keu diru wuma.,Il est revenu de l'école en boîtant.
Éducation et école,U yinaa mɛɛrimɔ maroɔ.,Il est allé apprendre la couture en ville.
Éducation et école,"Sabi u kaaru yorubu yɛ̃ . À kun keu de, tire yorubu bu sɛ̃ . Dãa yen yorubu bu koo sɛ̃ sia gisɔ.","Sans avoir été à l’école, il sera difficile à l’homme d’écrire. arranger (mettre en tas). Il sera difficile de ranger ce bois aujourd'hui."
Travail et métiers,Are yira kaa wa sɔmbu te sɔɔ ?,"y . gains, profit, bénéfice, ristourne, récompense, salaire, avantage. Quel avantage auras-tu dans ce travail? '."
Travail et métiers,"Gusunɔ kùn goo win bàa bire. Amɛn biru sɔmbu ten bàa yàn doona, sa ko da. Yɛnugibun baawa yɛnun nɔɔribu.","Dieu n’a 2) après coup. Après coup, si le travail finit, nous irons. part de responsabilité. . C'est de la responsabilité des propriétaires de la maison de s'en occuper."
Travail et métiers,Baaniwa ba rà ka saruru go. Ba biin boo sɔɔ baani doke.,arbre dont on emploie l'écorce pour tanner les peaux. C'est avec le baani que l'on tanne la peau. fruits utilisés pour le soin des plaies. On a mis le baani dans la plaie de l'enfant.
Travail et métiers,Gbee koko ga susure kowo baari win naasɔ.,le crabe a pincé les pieds du pêcheurNDév: .
Travail et métiers,"Win sɔmbura kia dɔrabu baru kpaa kpaka. bàru kpaa kpaakawa  bàru kpaa kpaakpaba baàru kpaa kpaakana bàru kpaaru [bàrù kpààru‚]village. Baru kpaarun diya ba ra ka tasu nɛ. bàru tem [bàru tem]pays baatɔnu, le Borgou. Baru tem mu tura sere ka NiseriawɔLeBaru tem s’étend jusqu’au Nigeria.",Son travail est de faire le petit commerce de village en village. C'est du village qu'on apporte des ignames.
Travail et métiers,"Gunun bɔrɔu nùn bɛkiasia. Yè u kĩ ù win bii yikuru bɛkiasia, u nùn karewa gberɔ u yake.","L’ami de Gounou l’a fait guérir. Pour guérir son fils de la paresse, il lui a attribué une grande surface de travail au champ."
Travail et métiers,Ba man nɛn sɔmburun gari bikiari.,Ils m’ont posé de question sur mon travail contre mon gré. .
Travail et métiers,A wunɛn sɔmbu te bimɛma.,Répète une fois encore ton travail.
Travail et métiers,Yikura ta win sɔmburu biru wesia.,C'est la paresse qui a retardé son travail.
Travail et métiers,Na ǹ kpɛ̃ n goon bii bɔki bɛɛ sɔɔ. bɔki bɔkinaa [bɔki bɔkinaa]: Bake ka win kpaasi ba bɔki bɔkinaa mɔ̀ . bɔki bɔkinaa sɔɔwa sa ko sɔmbu te kurasia.,Je ne peux porter au dos l’enfant d’aucun parmi vous. jeu d’enfant) le fait de se porter au dos mutuellement. Bake et sa camarade se portent au dos mutuellement. C’est dans l’entraide que nous arriverons à bout de ce travail.
Travail et métiers,Ba sun tirenu bɔkurasia su ka sɔmburu ko.,Ils nous ont fait emprunter des livres pour travailler.
Travail et métiers,"Yè u koo ka sɔmburu ko, Sani u wãa u bɔ̃ suwa. Taaso u bɔ̃ sum da uka yaa wuma. bɔ̃ su dobi [bɔsu dobi]Asperge d'Afrique. bɔ̃ su dobiya. bɔsu dubi [bɔsu dubi]asperge d'Afrique. bɔsu kpuna [bɔsu kpuna]chasse professionnelle, grande chasse, longue partie de chasse de plusieurs jours. Buru te, tɔn durɔbu ba bɔsi kpuna doona.","Au lieu de travailler, Sani se promène. aller à la chasse. Le chasseur est allé à la chasse, il a rapporté du gibier. Asparagus africanus (Liliacées). Asparagus africanus. Ce matin, les hommes sont partis à la grande chasse."
Travail et métiers,Gbee sɔmburu ta nùn bukurasia.,Le travail des champs l'a fait vieillir.
Travail et métiers,Nɛn baa u man bure kpĩi ita. Mon papa a réservé ma part de travail de trois sillons2) ne U man bure Worun yɛnuɔ ma u man kaso da wuu suunu gia.,"Dans les travaux des champs, il arrive que l'on laisse des sillons pour ceux qui sont absents ou qui sont plus lents au travail pour que chacun ait la même part de travail. . Il m'a laissé chez Woru et il est allé me chercher au milieu du village."
Travail et métiers,Ba man wii kpiĩ buresia.,faire laisser la part de travail pour quelqu’un. On m'a fait laisser sa part de lignes.
Travail et métiers,U da u sibun sɔm yãnu burisina.,Il est allémélanger lurs outils de travail base: .
Travail et métiers,Sɔm kowo be ba ǹ man dabie.,"A mon sens, les ouvriers ne sont :"
Travail et métiers,Dãa dãko u bɛsɛn yɛnu kɔnnɔn gambo sɔmburu kuammɛ.,Le sculpteur en train de travailler sur la porte de notre maison.
Travail et métiers,U ku ra dãa baatere dãku.,Il n'utilise :
Travail et métiers,Yaruwaasi wi u dãa dãkubu yɛ̃ .,Ce jeune maîtrise le travail du bois.
Travail et métiers,U dãru dãkuma uka na.,Il a travaillé le bois et l'a apporté.
Travail et métiers,Woru turowa u sɔm baka te dãkura.,C'est Worou seul qui a achevé ce grand travailinacc.
Travail et métiers,Sɔmbu ten dãkurabu bu dera u wɛ̃ ra fuuku.,"Parce qu'il a vite fini son travail, il s'est vite reposé."
Travail et métiers,I sɔmbu te dãkurama i sere wuma.,Achevez le travail avant de revenir.
Travail et métiers,Ba nùn sɔmbu te dãkurasia ka dam.,Ils lui ont fait acheverce travail deforce . . par force.
